app,category,review,rating,true_sentiment
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,"The new update broke everything, please revert.",2,negative
Instagram,Social Media,Settings are buried under too many menus.,2,negative
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,Notifications are impossible to configure.,1,negative
Instagram,Social Media,"Smooth experience, no bugs, highly recommend.",5,positive
Instagram,Social Media,Very polished. Updates keep making it better.,4,positive
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,Too many steps to do simple things.,2,negative
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,5,positive
Instagram,Social Media,The search is fast and results are always relevant.,4,positive
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,"The recent redesign made things worse, not better.",1,negative
Instagram,Social Media,"The interface is super clean and intuitive, love it!",5,positive
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,"Thoughtful design, love the attention to detail.",4,positive
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Thoughtful design, love the attention to detail.",5,positive
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
Instagram,Social Media,"The new update broke everything, please revert.",1,negative
Instagram,Social Media,"The new update broke everything, please revert.",1,negative
Duolingo,Education,"Keeps crashing on my device, unusable.",1,negative
Duolingo,Education,Beautiful design and very responsive.,5,positive
Duolingo,Education,"Keeps crashing on my device, unusable.",2,negative
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",5,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",4,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,Good concept but the execution needs work.,3,neutral
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,5,positive
Duolingo,Education,Beautiful design and very responsive.,5,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",4,positive
Duolingo,Education,"Decent app, could use some UI improvements.",3,neutral
Duolingo,Education,"The recent redesign made things worse, not better.",1,negative
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",4,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",5,positive
Duolingo,Education,Beautiful design and very responsive.,5,positive
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,Notifications are impossible to configure.,2,negative
Duolingo,Education,"Thoughtful design, love the attention to detail.",5,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",5,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Some features are great, others feel unfinished.",3,neutral
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,5,positive
Duolingo,Education,"The interface is super clean and intuitive, love it!",5,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,"It is okay, does the job but nothing special.",3,neutral
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,Very polished. Updates keep making it better.,5,positive
Duolingo,Education,Good concept but the execution needs work.,3,neutral
Duolingo,Education,"Great UX, everything is where you expect it to be.",4,positive
Duolingo,Education,"Some features are great, others feel unfinished.",3,neutral
Duolingo,Education,Good concept but the execution needs work.,3,neutral
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,5,positive
Duolingo,Education,The search is fast and results are always relevant.,4,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,"Hard to find basic features, navigation is confusing.",1,negative
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,"Works as expected, nothing groundbreaking.",3,neutral
Duolingo,Education,Very polished. Updates keep making it better.,5,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",5,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,5,positive
Duolingo,Education,The onboarding was seamless and well-designed.,5,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",5,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,5,positive
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,"Works as expected, nothing groundbreaking.",3,neutral
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,Beautiful design and very responsive.,5,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",5,positive
Duolingo,Education,"Way too many ads, completely ruins the experience.",1,negative
Duolingo,Education,"Thoughtful design, love the attention to detail.",4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,"Hard to find basic features, navigation is confusing.",2,negative
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,"Thoughtful design, love the attention to detail.",4,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,"Slow loading times, the app freezes constantly.",1,negative
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",4,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",4,positive
Duolingo,Education,"The recent redesign made things worse, not better.",2,negative
Duolingo,Education,"It is okay, does the job but nothing special.",3,neutral
Duolingo,Education,"Hard to find basic features, navigation is confusing.",1,negative
Duolingo,Education,"Best app in its category, the navigation makes sense.",5,positive
Duolingo,Education,Too many steps to do simple things.,1,negative
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,Very polished. Updates keep making it better.,5,positive
Duolingo,Education,"It is okay, does the job but nothing special.",3,neutral
Duolingo,Education,"Decent app, could use some UI improvements.",3,neutral
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Decent app, could use some UI improvements.",3,neutral
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,Too many steps to do simple things.,1,negative
Duolingo,Education,Very polished. Updates keep making it better.,5,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,"The new update broke everything, please revert.",1,negative
Duolingo,Education,"The interface is super clean and intuitive, love it!",5,positive
Duolingo,Education,"The interface is super clean and intuitive, love it!",5,positive
Duolingo,Education,The search is fast and results are always relevant.,5,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,The search is fast and results are always relevant.,4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",4,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,5,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",4,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",4,positive
Duolingo,Education,Beautiful design and very responsive.,5,positive
Duolingo,Education,"Great UX, everything is where you expect it to be.",5,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",5,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,The search is fast and results are always relevant.,5,positive
Duolingo,Education,Very polished. Updates keep making it better.,4,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,"The new update broke everything, please revert.",1,negative
Duolingo,Education,"It is okay, does the job but nothing special.",3,neutral
Duolingo,Education,"The interface is super clean and intuitive, love it!",4,positive
Duolingo,Education,Beautiful design and very responsive.,5,positive
Duolingo,Education,"Hard to find basic features, navigation is confusing.",1,negative
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,"Best app in its category, the navigation makes sense.",5,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,5,positive
Duolingo,Education,"The interface is super clean and intuitive, love it!",4,positive
Duolingo,Education,The search is fast and results are always relevant.,4,positive
Duolingo,Education,"The new update broke everything, please revert.",2,negative
Duolingo,Education,"Decent app, could use some UI improvements.",3,neutral
Duolingo,Education,The search is fast and results are always relevant.,5,positive
Duolingo,Education,"Smooth experience, no bugs, highly recommend.",5,positive
Duolingo,Education,The onboarding was seamless and well-designed.,4,positive
Duolingo,Education,Very polished. Updates keep making it better.,5,positive
Duolingo,Education,"Keeps crashing on my device, unusable.",1,negative
Duolingo,Education,"Best app in its category, the navigation makes sense.",4,positive
Duolingo,Education,Beautiful design and very responsive.,4,positive
Duolingo,Education,"Way too many ads, completely ruins the experience.",2,negative
Duolingo,Education,"Decent app, could use some UI improvements.",3,neutral
Duolingo,Education,The search is fast and results are always relevant.,4,positive
Duolingo,Education,"The interface is super clean and intuitive, love it!",4,positive
Duolingo,Education,Exactly what I needed. Simple and works perfectly.,4,positive
Duolingo,Education,Notifications are impossible to configure.,2,negative
Duolingo,Education,Beautiful design and very responsive.,5,positive
Airbnb,Travel,"The new update broke everything, please revert.",1,negative
Airbnb,Travel,"Best app in its category, the navigation makes sense.",4,positive
Airbnb,Travel,"It is okay, does the job but nothing special.",3,neutral
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,Beautiful design and very responsive.,5,positive
Airbnb,Travel,"Decent app, could use some UI improvements.",3,neutral
Airbnb,Travel,The onboarding was seamless and well-designed.,4,positive
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",4,positive
Airbnb,Travel,"The recent redesign made things worse, not better.",1,negative
Airbnb,Travel,"Great UX, everything is where you expect it to be.",5,positive
Airbnb,Travel,"Best app in its category, the navigation makes sense.",4,positive
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",5,positive
Airbnb,Travel,The onboarding was seamless and well-designed.,4,positive
Airbnb,Travel,The onboarding was seamless and well-designed.,4,positive
Airbnb,Travel,Beautiful design and very responsive.,4,positive
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",5,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",5,positive
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,Settings are buried under too many menus.,1,negative
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,4,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",4,positive
Airbnb,Travel,"Best app in its category, the navigation makes sense.",5,positive
Airbnb,Travel,"It is okay, does the job but nothing special.",3,neutral
Airbnb,Travel,"Decent app, could use some UI improvements.",3,neutral
Airbnb,Travel,"The new update broke everything, please revert.",1,negative
Airbnb,Travel,"Keeps crashing on my device, unusable.",2,negative
Airbnb,Travel,"The new update broke everything, please revert.",2,negative
Airbnb,Travel,"Thoughtful design, love the attention to detail.",4,positive
Airbnb,Travel,Very polished. Updates keep making it better.,5,positive
Airbnb,Travel,"Slow loading times, the app freezes constantly.",2,negative
Airbnb,Travel,"Best app in its category, the navigation makes sense.",4,positive
Airbnb,Travel,"Great UX, everything is where you expect it to be.",5,positive
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,The onboarding was seamless and well-designed.,5,positive
Airbnb,Travel,The search is fast and results are always relevant.,5,positive
Airbnb,Travel,The onboarding was seamless and well-designed.,5,positive
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",4,positive
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,"Slow loading times, the app freezes constantly.",2,negative
Airbnb,Travel,"Thoughtful design, love the attention to detail.",5,positive
Airbnb,Travel,Notifications are impossible to configure.,2,negative
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",4,positive
Airbnb,Travel,The UI looks outdated and cluttered.,1,negative
Airbnb,Travel,Settings are buried under too many menus.,2,negative
Airbnb,Travel,"Keeps crashing on my device, unusable.",1,negative
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",5,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",4,positive
Airbnb,Travel,"Best app in its category, the navigation makes sense.",5,positive
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",1,negative
Airbnb,Travel,Beautiful design and very responsive.,5,positive
Airbnb,Travel,"Way too many ads, completely ruins the experience.",2,negative
Airbnb,Travel,"The recent redesign made things worse, not better.",1,negative
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",5,positive
Airbnb,Travel,"Great UX, everything is where you expect it to be.",5,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",4,positive
Airbnb,Travel,"It is okay, does the job but nothing special.",3,neutral
Airbnb,Travel,"The interface is super clean and intuitive, love it!",5,positive
Airbnb,Travel,"Keeps crashing on my device, unusable.",1,negative
Airbnb,Travel,"Great UX, everything is where you expect it to be.",5,positive
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,Notifications are impossible to configure.,2,negative
Airbnb,Travel,Too many steps to do simple things.,2,negative
Airbnb,Travel,"Decent app, could use some UI improvements.",3,neutral
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,"Slow loading times, the app freezes constantly.",2,negative
Airbnb,Travel,"Some features are great, others feel unfinished.",3,neutral
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,"Keeps crashing on my device, unusable.",1,negative
Airbnb,Travel,The onboarding was seamless and well-designed.,4,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",5,positive
Airbnb,Travel,"The recent redesign made things worse, not better.",1,negative
Airbnb,Travel,Beautiful design and very responsive.,4,positive
Airbnb,Travel,"It is okay, does the job but nothing special.",3,neutral
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",2,negative
Airbnb,Travel,"Keeps crashing on my device, unusable.",2,negative
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",1,negative
Airbnb,Travel,Too many steps to do simple things.,2,negative
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",4,positive
Airbnb,Travel,"Decent app, could use some UI improvements.",3,neutral
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,4,positive
Airbnb,Travel,"Thoughtful design, love the attention to detail.",5,positive
Airbnb,Travel,"Slow loading times, the app freezes constantly.",2,negative
Airbnb,Travel,Too many steps to do simple things.,2,negative
Airbnb,Travel,"Thoughtful design, love the attention to detail.",4,positive
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,4,positive
Airbnb,Travel,Beautiful design and very responsive.,5,positive
Airbnb,Travel,"The new update broke everything, please revert.",2,negative
Airbnb,Travel,"Best app in its category, the navigation makes sense.",4,positive
Airbnb,Travel,Notifications are impossible to configure.,1,negative
Airbnb,Travel,Very polished. Updates keep making it better.,5,positive
Airbnb,Travel,"Works as expected, nothing groundbreaking.",3,neutral
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",2,negative
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,5,positive
Airbnb,Travel,"Smooth experience, no bugs, highly recommend.",5,positive
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,The onboarding was seamless and well-designed.,5,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",5,positive
Airbnb,Travel,"Thoughtful design, love the attention to detail.",4,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",5,positive
Airbnb,Travel,Very polished. Updates keep making it better.,5,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",4,positive
Airbnb,Travel,The onboarding was seamless and well-designed.,4,positive
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,5,positive
Airbnb,Travel,Settings are buried under too many menus.,2,negative
Airbnb,Travel,The UI looks outdated and cluttered.,1,negative
Airbnb,Travel,"Works as expected, nothing groundbreaking.",3,neutral
Airbnb,Travel,"Best app in its category, the navigation makes sense.",5,positive
Airbnb,Travel,"The interface is super clean and intuitive, love it!",5,positive
Airbnb,Travel,The onboarding was seamless and well-designed.,4,positive
Airbnb,Travel,"The recent redesign made things worse, not better.",1,negative
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,4,positive
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,Very polished. Updates keep making it better.,4,positive
Airbnb,Travel,"Best app in its category, the navigation makes sense.",5,positive
Airbnb,Travel,Settings are buried under too many menus.,1,negative
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,5,positive
Airbnb,Travel,"Way too many ads, completely ruins the experience.",1,negative
Airbnb,Travel,"Thoughtful design, love the attention to detail.",4,positive
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",1,negative
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",1,negative
Airbnb,Travel,"Best app in its category, the navigation makes sense.",4,positive
Airbnb,Travel,"Hard to find basic features, navigation is confusing.",2,negative
Airbnb,Travel,Exactly what I needed. Simple and works perfectly.,4,positive
Airbnb,Travel,"Best app in its category, the navigation makes sense.",5,positive
Airbnb,Travel,Notifications are impossible to configure.,2,negative
Airbnb,Travel,"Way too many ads, completely ruins the experience.",2,negative
Airbnb,Travel,"Great UX, everything is where you expect it to be.",4,positive
Airbnb,Travel,Very polished. Updates keep making it better.,4,positive
Airbnb,Travel,"The recent redesign made things worse, not better.",1,negative
Airbnb,Travel,Notifications are impossible to configure.,2,negative
Airbnb,Travel,The UI looks outdated and cluttered.,2,negative
Airbnb,Travel,Good concept but the execution needs work.,3,neutral
Airbnb,Travel,"It is okay, does the job but nothing special.",3,neutral
Airbnb,Travel,"Best app in its category, the navigation makes sense.",4,positive
Airbnb,Travel,"Works as expected, nothing groundbreaking.",3,neutral
Airbnb,Travel,Beautiful design and very responsive.,4,positive
Airbnb,Travel,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,"It is okay, does the job but nothing special.",3,neutral
Headspace,Wellness,The onboarding was seamless and well-designed.,5,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",4,positive
Headspace,Wellness,"Keeps crashing on my device, unusable.",1,negative
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",4,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",5,positive
Headspace,Wellness,The search is fast and results are always relevant.,5,positive
Headspace,Wellness,Good concept but the execution needs work.,3,neutral
Headspace,Wellness,"It is okay, does the job but nothing special.",3,neutral
Headspace,Wellness,The search is fast and results are always relevant.,5,positive
Headspace,Wellness,The search is fast and results are always relevant.,4,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",4,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",4,positive
Headspace,Wellness,"Some features are great, others feel unfinished.",3,neutral
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,4,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,The onboarding was seamless and well-designed.,4,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",4,positive
Headspace,Wellness,Very polished. Updates keep making it better.,4,positive
Headspace,Wellness,"Some features are great, others feel unfinished.",3,neutral
Headspace,Wellness,The onboarding was seamless and well-designed.,5,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,"Some features are great, others feel unfinished.",3,neutral
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,The onboarding was seamless and well-designed.,5,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",5,positive
Headspace,Wellness,The search is fast and results are always relevant.,5,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,Very polished. Updates keep making it better.,5,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,5,positive
Headspace,Wellness,The onboarding was seamless and well-designed.,5,positive
Headspace,Wellness,"Decent app, could use some UI improvements.",3,neutral
Headspace,Wellness,The onboarding was seamless and well-designed.,4,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",4,positive
Headspace,Wellness,Good concept but the execution needs work.,3,neutral
Headspace,Wellness,Beautiful design and very responsive.,4,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",5,positive
Headspace,Wellness,"Decent app, could use some UI improvements.",3,neutral
Headspace,Wellness,"Great UX, everything is where you expect it to be.",4,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",4,positive
Headspace,Wellness,The search is fast and results are always relevant.,4,positive
Headspace,Wellness,Too many steps to do simple things.,1,negative
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",5,positive
Headspace,Wellness,Beautiful design and very responsive.,5,positive
Headspace,Wellness,The onboarding was seamless and well-designed.,5,positive
Headspace,Wellness,"Works as expected, nothing groundbreaking.",3,neutral
Headspace,Wellness,Very polished. Updates keep making it better.,4,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",4,positive
Headspace,Wellness,"Works as expected, nothing groundbreaking.",3,neutral
Headspace,Wellness,"Best app in its category, the navigation makes sense.",4,positive
Headspace,Wellness,"Some features are great, others feel unfinished.",3,neutral
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",5,positive
Headspace,Wellness,Very polished. Updates keep making it better.,5,positive
Headspace,Wellness,"Great UX, everything is where you expect it to be.",4,positive
Headspace,Wellness,"Great UX, everything is where you expect it to be.",5,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,"Great UX, everything is where you expect it to be.",4,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,4,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,The search is fast and results are always relevant.,4,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,The search is fast and results are always relevant.,4,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,Beautiful design and very responsive.,5,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,Settings are buried under too many menus.,2,negative
Headspace,Wellness,"Great UX, everything is where you expect it to be.",5,positive
Headspace,Wellness,Settings are buried under too many menus.,2,negative
Headspace,Wellness,"Great UX, everything is where you expect it to be.",5,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",4,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,"Decent app, could use some UI improvements.",3,neutral
Headspace,Wellness,Good concept but the execution needs work.,3,neutral
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,The search is fast and results are always relevant.,5,positive
Headspace,Wellness,"Great UX, everything is where you expect it to be.",4,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",5,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,5,positive
Headspace,Wellness,"Great UX, everything is where you expect it to be.",5,positive
Headspace,Wellness,"It is okay, does the job but nothing special.",3,neutral
Headspace,Wellness,Very polished. Updates keep making it better.,4,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,5,positive
Headspace,Wellness,"Smooth experience, no bugs, highly recommend.",5,positive
Headspace,Wellness,"Some features are great, others feel unfinished.",3,neutral
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,The search is fast and results are always relevant.,5,positive
Headspace,Wellness,"Works as expected, nothing groundbreaking.",3,neutral
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,5,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,4,positive
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,5,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,"It is okay, does the job but nothing special.",3,neutral
Headspace,Wellness,"Decent app, could use some UI improvements.",3,neutral
Headspace,Wellness,"Decent app, could use some UI improvements.",3,neutral
Headspace,Wellness,Exactly what I needed. Simple and works perfectly.,4,positive
Headspace,Wellness,"It is okay, does the job but nothing special.",3,neutral
Headspace,Wellness,"Great UX, everything is where you expect it to be.",4,positive
Headspace,Wellness,"Thoughtful design, love the attention to detail.",5,positive
Headspace,Wellness,"It is okay, does the job but nothing special.",3,neutral
Headspace,Wellness,Beautiful design and very responsive.,4,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,"Best app in its category, the navigation makes sense.",5,positive
Headspace,Wellness,"Some features are great, others feel unfinished.",3,neutral
Headspace,Wellness,"The interface is super clean and intuitive, love it!",4,positive
Headspace,Wellness,Very polished. Updates keep making it better.,5,positive
Headspace,Wellness,"Works as expected, nothing groundbreaking.",3,neutral
